"CIK","Company_Name","Symbol","Exchange","CUSIP","AssetType","Sector"
"766792","CVD EQUIPMENT CORP","CVV","Nasdaq","126601103","EQUITY","Technology"
"1477246","S&W Seed Co","SANW","Nasdaq","785135104","EQUITY","Consumer Staples"
"1397047","FlexShopper, Inc.","FPAY","Nasdaq","33939J303","EQUITY","Consumer Discretionary"
"1183765","Molecular Templates, Inc.","MTEM","Nasdaq","608550109","EQUITY","Health Care"
"1087294","CUMBERLAND PHARMACEUTICALS INC","CPIX","Nasdaq","230770109","EQUITY","Health Care"
"863900","MEXICO EQUITY & INCOME FUND INC","MXE","NYSE","592834105","EQUITY","Finance"
"1849670","PB Bankshares, Inc.","PBBK","Nasdaq","69318V103","EQUITY","Finance"
"33533","ESPEY MFG & ELECTRONICS CORP","ESP","NYSE","296650104","EQUITY","Technology"
"1533743","Processa Pharmaceuticals, Inc.","PCSA","Nasdaq","74275C205","EQUITY","Health Care"
"1253689","GLYCOMIMETICS INC","GLYC","Nasdaq","38000Q102","EQUITY","Health Care"
"1702123","Cardiol Therapeutics Inc.","CRDL","Nasdaq","14161Y200","EQUITY","Health Care"
"890394","Peraso Inc.","PRSO","Nasdaq","71360T101","EQUITY","Technology"
"1750106","Alset Inc.","AEI","Nasdaq","02116A104","EQUITY","Finance"
"1879726","Sidus Space Inc.","SIDU","Nasdaq","826165102","EQUITY","Telecommunications"
"1094038","Marker Therapeutics, Inc.","MRKR","Nasdaq","57055L107","EQUITY","Health Care"
"1574565","Evogene Ltd.","EVGN","Nasdaq","M4119S104","EQUITY","Industrials"
"356037","CSP INC /MA/","CSPI","Nasdaq","126389105","EQUITY","Technology"
"1218683","Mawson Infrastructure Group Inc.","MIGI","Nasdaq","57778N208","EQUITY","Finance"
"885462","GULF RESOURCES, INC.","GURE","Nasdaq","40251W408","EQUITY","Industrials"
"1096275","Worksport Ltd","WKSP","Nasdaq","98139Q209","EQUITY","Consumer Discretionary"
"1874097","Cyngn Inc.","CYN","Nasdaq","23257B107","EQUITY","Technology"
"1724542","CLPS Inc","CLPS","Nasdaq","G31642104","EQUITY","Technology"
"1442620","Recon Technology, Ltd","RCON","Nasdaq","G7415M124","EQUITY","Energy"
"1778982","Huize Holding Ltd","HUIZ","Nasdaq","4.45E+109","EQUITY","Finance"
"1833214","SAB Biotherapeutics, Inc.","SABS","Nasdaq","78397T103","EQUITY","Health Care"
"1404281","Eledon Pharmaceuticals, Inc.","ELDN","Nasdaq","28617K101","EQUITY","Health Care"
"833021","MFS INTERMEDIATE HIGH INCOME FUND","CIF","NYSE","59318T109","EQUITY","Finance"
"909724","TANDY LEATHER FACTORY INC","TLF","Nasdaq","87538X105","EQUITY","Consumer Discretionary"
"1792030","IM Cannabis Corp.","IMCC","Nasdaq","44969Q208","EQUITY","Health Care"
"1532619","Power REIT","PW","NYSE","73933H101","EQUITY","Real Estate"
"1066923","Future FinTech Group Inc.","FTFT","Nasdaq","36117V105","EQUITY","Consumer Discretionary"
"1841330","Pasithea Therapeutics Corp.","KTTA","Nasdaq","70261F103","EQUITY","Health Care"
"313364","MESA ROYALTY TRUST/TX","MTR","NYSE","590660106","EQUITY","Energy"
"1677940","BeyondSpring Inc.","BYSI","Nasdaq","G10830100","EQUITY","Health Care"
"1120970","Comstock Inc.","LODE","NYSE","205750300","EQUITY","Industrials"
"1676047","NutriBand Inc.","NTRB","Nasdaq","67092M208","EQUITY","Health Care"
"883975","Microbot Medical Inc.","MBOT","Nasdaq","59503A204","EQUITY","Health Care"
"1099160","BEASLEY BROADCAST GROUP INC","BBGI","Nasdaq","74014101","EQUITY","Consumer Discretionary"
"10048","BARNWELL INDUSTRIES INC","BRN","NYSE","68221100","EQUITY","Energy"
"838875","WILLAMETTE VALLEY VINEYARDS INC","WVVI","Nasdaq","969136100","EQUITY","Consumer Staples"
"27093","U.S. GOLD CORP.","USAU","Nasdaq","90291C201","EQUITY","Basic Materials"
"1376321","ZW Data Action Technologies Inc.","CNET","Nasdaq","98880R109","EQUITY","Technology"
"1471727","Better Choice Co Inc.","BTTR","NYSE","08771Y303","EQUITY","Consumer Staples"
"1015155","CHARLES & COLVARD LTD","CTHR","Nasdaq","159765106","EQUITY","Consumer Discretionary"
"1684425","TDH Holdings, Inc.","PETZ","Nasdaq","G87084102","EQUITY","Industrials"
"1819704","Medirom Healthcare Technologies Inc.","MRM","Nasdaq","58510H103","EQUITY","Consumer Discretionary"
"1282224","Dolphin Entertainment, Inc.","DLPN","Nasdaq","25686H209","EQUITY","Consumer Discretionary"
"1051514","STRATA Skin Sciences, Inc.","SSKN","Nasdaq","86272A206","EQUITY","Health Care"
"718332","RAVE RESTAURANT GROUP, INC.","RAVE","Nasdaq","754198109","EQUITY","Consumer Discretionary"
"1779372","HeartBeam, Inc.","BEAT","Nasdaq","42238H108","EQUITY","Health Care"
"899782","NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND","NOM","NYSE","67060Q108","EQUITY","Finance"
"1785566","Zhongchao Inc.","ZCMD","Nasdaq","G9897X107","EQUITY","Real Estate"
"1541157","Akari Therapeutics Plc","AKTX","Nasdaq","00972G108","EQUITY","Health Care"
"1610590","Check-Cap Ltd","CHEK","Nasdaq","M2361E203","EQUITY","Health Care"
"1858685","Biofrontera Inc.","BFRI","Nasdaq","09077D100","EQUITY","Health Care"
"1396536","DUOS TECHNOLOGIES GROUP, INC.","DUOT","Nasdaq","266042407","EQUITY","Technology"
"915358","SIGMATRON INTERNATIONAL INC","SGMA","Nasdaq","82661L101","EQUITY","Technology"
"889971","LIGHTPATH TECHNOLOGIES INC","LPTH","Nasdaq","532257805","EQUITY","Technology"
"1622345","Polar Power, Inc.","POLA","Nasdaq","73102V105","EQUITY","Miscellaneous"
"33992","KINGSTONE COMPANIES, INC.","KINS","Nasdaq","496719105","EQUITY","Finance"
"722313","NORTECH SYSTEMS INC","NSYS","Nasdaq","656553104","EQUITY","Technology"
"1591956","Sphere 3D Corp.","ANY","Nasdaq","84841L308","EQUITY","Finance"
"946644","AIM ImmunoTech Inc.","AIM","NYSE","00901B105","EQUITY","Health Care"
"1499780","GLOBUS MARITIME LTD","GLBS","Nasdaq","Y27265126","EQUITY","Consumer Discretionary"
"1434524","ClearSign Technologies Corp","CLIR","Nasdaq","185064102","EQUITY","Industrials"
"89140","SERVOTRONICS INC /DE/","SVT","NYSE","817732100","EQUITY","Consumer Discretionary"
"1697818","iClick Interactive Asia Group Ltd","ICLK","Nasdaq","45113Y104","EQUITY","Technology"
"812796","SOLIGENIX, INC.","SNGX","Nasdaq","834223307","EQUITY","Health Care"
"1788028","Jasper Therapeutics, Inc.","JSPR","Nasdaq","471871103","EQUITY","Health Care"
"895051","CASI Pharmaceuticals, Inc.","CASI","Nasdaq","14757U109","EQUITY","Health Care"
"1735041","Greenland Technologies Holding Corp.","GTEC","Nasdaq","G4095T107","EQUITY","Industrials"
"825324","Good Times Restaurants Inc.","GTIM","Nasdaq","382140879","EQUITY","Consumer Discretionary"
"1000230","OPTICAL CABLE CORP","OCC","Nasdaq","683827208","EQUITY","Industrials"
"880406","HERZFELD CARIBBEAN BASIN FUND INC","CUBA","Nasdaq","42804T106","EQUITY","Finance"
"1659617","Moleculin Biotech, Inc.","MBRX","Nasdaq","60855D200","EQUITY","Health Care"
"1026980","ASIA PACIFIC WIRE & CABLE CORP LTD","APWC","Nasdaq","G0535E106","EQUITY","Industrials"
"61004","LGL GROUP INC","LGL","NYSE","50186A108","EQUITY","Technology"
"64463","Soluna Holdings, Inc","SLNH","Nasdaq","583543103","EQUITY","Technology"
"1449792","PIONEER POWER SOLUTIONS, INC.","PPSI","Nasdaq","723836300","EQUITY","Industrials"
"872912","DELCATH SYSTEMS, INC.","DCTH","Nasdaq","24661P807","EQUITY","Health Care"
"1413898","DallasNews Corp","DALN","Nasdaq","235050101","EQUITY","Consumer Discretionary"
"1174940","ORAGENICS INC","OGEN","NYSE","684023302","EQUITY","Health Care"
"19871","CHICAGO RIVET & MACHINE CO","CVR","NYSE","168088102","EQUITY","Industrials"
"1398453","Xinyuan Real Estate Co., Ltd.","XIN","NYSE","98417P105","EQUITY","Consumer Discretionary"
"1683553","SPRUCE BIOSCIENCES, INC.","SPRB","Nasdaq","8.52E+113","EQUITY","Health Care"
"1346610","SOS Ltd","SOS","NYSE","83587W106","EQUITY","Finance"
"1783032","Elevation Oncology, Inc.","ELEV","Nasdaq","28623U101","EQUITY","Health Care"
"890066","GLEN BURNIE BANCORP","GLBZ","Nasdaq","377407101","EQUITY","Finance"
"1638097","Entera Bio Ltd.","ENTX","Nasdaq","M40527109","EQUITY","Health Care"
"1734005","Aptorum Group Ltd","APM","Nasdaq","G6096M106","EQUITY","Health Care"
"1288855","OptimumBank Holdings, Inc.","OPHC","Nasdaq","68401P403","EQUITY","Finance"
"1645469","Monopar Therapeutics","MNPR","Nasdaq","61023L108","EQUITY","Health Care"
"1534154","authID Inc.","AUID","Nasdaq","46264C206","EQUITY","Technology"
"949858","ACHIEVE LIFE SCIENCES, INC.","ACHV","Nasdaq","4468500","EQUITY","Health Care"
"351998","DATA I/O CORP","DAIO","Nasdaq","237690102","EQUITY","Industrials"
"1786286","Draganfly Inc.","DPRO","Nasdaq","26142Q205","EQUITY","Industrials"
"1518461","AmpliTech Group, Inc.","AMPG","Nasdaq","03211Q200","EQUITY","Telecommunications"
"1836875","Nuvve Holding Corp.","NVVE","Nasdaq","67079Y100","EQUITY","Industrials"
"1659323","Iterum Therapeutics plc","ITRM","Nasdaq","G6333L101","EQUITY","Health Care"
"1534248","Chemomab Therapeutics Ltd.","CMMB","Nasdaq","16385C104","EQUITY","Health Care"
"942126","TAITRON COMPONENTS INC","TAIT","Nasdaq","874028103","EQUITY","Technology"
"1173313","ABVC BIOPHARMA, INC.","ABVC","Nasdaq","00091F106","EQUITY","Health Care"
"1500198","NEUROONE MEDICAL TECHNOLOGIES Corp","NMTC","Nasdaq","64130M209","EQUITY","Health Care"
"1430306","Tonix Pharmaceuticals Holding Corp.","TNXP","Nasdaq","890260706","EQUITY","Health Care"
"1796129","Vincerx Pharma, Inc.","VINC","Nasdaq","92731L106","EQUITY","Health Care"
"1133818","BIO-PATH HOLDINGS INC","BPTH","Nasdaq","09057N300","EQUITY","Health Care"
"1034760","WIDEPOINT CORP","WYY","NYSE","967590209","EQUITY","Technology"
"1505512","Regulus Therapeutics Inc.","RGLS","Nasdaq","75915K200","EQUITY","Health Care"
"1560258","electroCore, Inc.","ECOR","Nasdaq","28531P103","EQUITY","Health Care"
"1205922","VACCINEX, INC.","VCNX","Nasdaq","918640103","EQUITY","Health Care"
"1807389","Pop Culture Group Co., Ltd","CPOP","Nasdaq","G71700101","EQUITY","Consumer Discretionary"
"1326205","India Globalization Capital, Inc.","IGC","NYSE","45408X308","EQUITY","Health Care"
"1411685","VistaGen Therapeutics, Inc.","VTGN","Nasdaq","92840H202","EQUITY","Health Care"
"1846715","Eco Wave Power Global AB (publ)","WAVE","Nasdaq","27900N103","EQUITY","Utilities"
"1446159","Predictive Oncology Inc.","POAI","Nasdaq","74039M200","EQUITY","Health Care"
"1809616","Universe Pharmaceuticals INC","UPC","Nasdaq","G9442G104","EQUITY","Health Care"
"1419041","Forte Biosciences, Inc.","FBRX","Nasdaq","34962G109","EQUITY","Health Care"
"1603993","Nisun International Enterprise Development Group Co., Ltd","NISN","Nasdaq","G6593L106","EQUITY","Industrials"
"878932","EQUUS TOTAL RETURN, INC.","EQS","NYSE","294766100","EQUITY","Finance"
"1536196","Can-Fite BioPharma Ltd.","CANF","NYSE","13471N201","EQUITY","Health Care"
"352955","CKX LANDS, INC.","CKX","NYSE","12562N104","EQUITY","Energy"
"1024672","ELTEK LTD","ELTK","Nasdaq","M40184208","EQUITY","Technology"
"1880343","Fresh Vine Wine, Inc.","VINE","NYSE","35804X101","EQUITY","Consumer Staples"
"1517496","BIT Mining Ltd","BTCM","NYSE","55474100","EQUITY","Technology"
"721693","Smart Powerr Corp.","CREG","Nasdaq","168913309","EQUITY","Consumer Discretionary"
"318306","ABEONA THERAPEUTICS INC.","ABEO","Nasdaq","00289Y107","EQUITY","Health Care"
"832489","GeoVax Labs, Inc.","GOVX","Nasdaq","373678507","EQUITY","Health Care"
"889348","CPI AEROSTRUCTURES INC","CVU","NYSE","125919308","EQUITY","Industrials"
"1086745","AYRO, Inc.","AYRO","Nasdaq","54748108","EQUITY","Consumer Discretionary"
"1013706","Wilhelmina International, Inc.","WHLM","Nasdaq","968235200","EQUITY","Consumer Discretionary"
"1750149","Inhibikase Therapeutics, Inc.","IKT","Nasdaq","45719W106","EQUITY","Health Care"
"732026","TRIO-TECH INTERNATIONAL","TRT","NYSE","896712205","EQUITY","Technology"
"1681682","ENDRA Life Sciences Inc.","NDRA","Nasdaq","29273B104","EQUITY","Health Care"
"1001907","ASTROTECH Corp","ASTC","Nasdaq","46484200","EQUITY","Industrials"
"1775898","uCloudlink Group Inc.","UCL","Nasdaq","90354D104","EQUITY","Consumer Discretionary"
"1738699","Wisekey International Holding S.A.","WKEY","Nasdaq","97727L200","EQUITY","Technology"
"1611842","PolyPid Ltd.","PYPD","Nasdaq","M8001Q118","EQUITY","Health Care"
"1830072","iPower Inc.","IPW","Nasdaq","46265P107","EQUITY","Consumer Discretionary"
"1502292","Conifer Holdings, Inc.","CNFR","Nasdaq","20731J102","EQUITY","Finance"
"1296774","The9 LTD","NCTY","Nasdaq","88337K302","EQUITY","Finance"
"793628","CHINA NATURAL RESOURCES INC","CHNR","Nasdaq","G2110U109","EQUITY","Basic Materials"
"1856028","Stronghold Digital Mining, Inc.","SDIG","Nasdaq","86337R103","EQUITY","Technology"
"31667","EDUCATIONAL DEVELOPMENT CORP","EDUC","Nasdaq","281479105","EQUITY","Consumer Discretionary"
"1131343","ALTERITY THERAPEUTICS LTD","ATHE","Nasdaq","02155X106","EQUITY","Health Care"
"1389002","MARIN SOFTWARE INC","MRIN","Nasdaq","56804T205","EQUITY","Technology"
"1379006","NANOVIRICIDES, INC.","NNVC","NYSE","630087302","EQUITY","Health Care"
"1420720","iBio, Inc.","IBIO","NYSE","451033203","EQUITY","Health Care"
"1687277","ReTo Eco-Solutions, Inc.","RETO","Nasdaq","G75271109","EQUITY","Industrials"
"1855509","Twin Vee PowerCats, Co.","VEEE","Nasdaq","90177C101","EQUITY","Industrials"
"1296484","TOP SHIPS INC.","TOPS","Nasdaq","Y8897Y180","EQUITY","Consumer Discretionary"
"1743971","MOGU Inc.","MOGU","NYSE","608012100","EQUITY","Consumer Discretionary"
"90168","SIFCO INDUSTRIES INC","SIF","NYSE","826546103","EQUITY","Industrials"
"1342958","DIGITAL ALLY INC","DGLY","Nasdaq","25382P208","EQUITY","Technology"
"1690080","180 Life Sciences Corp.","ATNF","Nasdaq","68236V104","EQUITY","Health Care"
"1815021","Boqii Holding Ltd","BQ","NYSE","09950L104","EQUITY","Consumer Discretionary"
"1687451","ZK International Group Co., Ltd.","ZKIN","Nasdaq","G9892K100","EQUITY","Industrials"
"1826397","AGRIFORCE GROWING SYSTEMS LTD.","AGRI","Nasdaq","C00948106","EQUITY","Industrials"
"1565228","Vislink Technologies, Inc.","VISL","Nasdaq","92836Y300","EQUITY","Telecommunications"
"62362","MARINE PETROLEUM TRUST","MARPS","Nasdaq","568423107","EQUITY","Energy"
"1043961","Precipio, Inc.","PRPO","Nasdaq","74019L503","EQUITY","Industrials"
"1875091","NeuroSense Therapeutics Ltd.","NRSN","Nasdaq","M74240108","EQUITY","Health Care"
"1023994","SG BLOCKS, INC.","SGBX","Nasdaq","78418A505","EQUITY","Consumer Discretionary"
"1169034","BLACKROCK VIRGINIA MUNICIPAL BOND TRUST","BHV","NYSE","92481100","EQUITY","Finance"
"1409269","Venus Concept Inc.","VERO","Nasdaq","92332W105","EQUITY","Health Care"
"1083220","XCel Brands, Inc.","XELB","Nasdaq","98400M101","EQUITY","Miscellaneous"
"1544227","Tempest Therapeutics, Inc.","TPST","Nasdaq","87978U108","EQUITY","Health Care"
"1412486","Cocrystal Pharma, Inc.","COCP","Nasdaq","19188J300","EQUITY","Health Care"
"1549084","EKSO BIONICS HOLDINGS, INC.","EKSO","Nasdaq","282644301","EQUITY","Industrials"
"1716166","Vivos Therapeutics, Inc.","VVOS","Nasdaq","9.29E+112","EQUITY","Health Care"
"1420565","AILERON THERAPEUTICS INC","ALRN","Nasdaq","00887A105","EQUITY","Health Care"
"82473","INNSUITES HOSPITALITY TRUST","IHT","NYSE","457919108","EQUITY","Finance"
"1481241","Performance Shipping Inc.","PSHG","Nasdaq","Y67305121","EQUITY","Consumer Discretionary"
"1697532","Applied Therapeutics Inc.","APLT","Nasdaq","03828A101","EQUITY","Health Care"
"1585608","Jaguar Health, Inc.","JAGX","Nasdaq","47010C607","EQUITY","Health Care"
"1178697","SONIM TECHNOLOGIES INC","SONM","Nasdaq","83548F200","EQUITY","Utilities"
"1704287","Bluejay Diagnostics, Inc.","BJDX","Nasdaq","95633103","EQUITY","Health Care"
"1644903","cbdMD, Inc.","YCBD","NYSE","12482W101","EQUITY","Consumer Discretionary"
"1598646","Minerva Neurosciences, Inc.","NERV","Nasdaq","603380106","EQUITY","Health Care"
"1775085","China Liberal Education Holdings Ltd","CLEU","Nasdaq","G2161Y109","EQUITY","Real Estate"
"1842952","Context Therapeutics Inc.","CNTX","Nasdaq","21077P108","EQUITY","Health Care"
"1817004","EzFill Holdings Inc","EZFL","Nasdaq","302314208","EQUITY","Consumer Discretionary"
"1075880","KAZIA THERAPEUTICS LTD","KZIA","Nasdaq","48669G105","EQUITY","Health Care"
"1009891","AIR INDUSTRIES GROUP","AIRI","NYSE","00912N205","EQUITY","Industrials"
"1873835","Immix Biopharma, Inc.","IMMX","Nasdaq","45258H106","EQUITY","Health Care"
"1307579","LIQTECH INTERNATIONAL INC","LIQT","Nasdaq","53632A201","EQUITY","Technology"
"1755237","Cyclerion Therapeutics, Inc.","CYCN","Nasdaq","23255M105","EQUITY","Health Care"
"1729214","XORTX Therapeutics Inc.","XRTX","Nasdaq","98420Q207","EQUITY","Health Care"
"1527541","Wheeler Real Estate Investment Trust, Inc.","WHLR","Nasdaq","963025705","EQUITY","Real Estate"
"1016178","CARVER BANCORP INC","CARV","Nasdaq","146875604","EQUITY","Finance"
"1270436","Cohen & Co Inc.","COHN","NYSE","19249M102","EQUITY","Finance"
"1709819","Four Seasons Education (Cayman) Inc.","FEDU","NYSE","35101A101","EQUITY","Real Estate"
"1787740","Tivic Health Systems, Inc.","TIVC","Nasdaq","888705100","EQUITY","Health Care"
"1650696","Laird Superfood, Inc.","LSF","NYSE","50736T102","EQUITY","Consumer Staples"
"1673481","Lottery.com Inc.","LTRY","Nasdaq","54570M108","EQUITY","Technology"
"1782309","Skillful Craftsman Education Technology Ltd","EDTK","Nasdaq","G8211A108","EQUITY","Real Estate"
"1827401","BRIGHT MINDS BIOSCIENCES INC.","DRUG","Nasdaq","10919W108","EQUITY","Health Care"
"744825","AMERICAN SHARED HOSPITAL SERVICES","AMS","NYSE","29595105","EQUITY","Health Care"
"1574094","RenovoRx, Inc.","RNXT","Nasdaq","75989R107","EQUITY","Health Care"
"1436229","BTCS Inc.","BTCS","Nasdaq","05581M404","EQUITY","Finance"
"351789","ELECTRO SENSORS INC","ELSE","Nasdaq","285233102","EQUITY","Industrials"
"1776067","Oriental Culture Holding LTD","OCG","Nasdaq","G6796W107","EQUITY","Consumer Discretionary"
"1595097","Corbus Pharmaceuticals Holdings, Inc.","CRBP","Nasdaq","21833P103","EQUITY","Health Care"
"1025561","SharpLink Gaming Ltd.","SBET","Nasdaq","M8273L102","EQUITY","Technology"
"922247","Cyclo Therapeutics, Inc.","CYTH","Nasdaq","23254X201","EQUITY","Health Care"
"1540159","Edesa Biotech, Inc.","EDSA","Nasdaq","27966L108","EQUITY","Health Care"
"1095981","PLUS THERAPEUTICS, INC.","PSTV","Nasdaq","72941H400","EQUITY","Health Care"
"1546296","Professional Diversity Network, Inc.","IPDN","Nasdaq","74312Y202","EQUITY","Technology"
"919567","RENN Fund, Inc.","RCG","NYSE","759720105","EQUITY","Finance"
"1809158","Kuke Music Holding Ltd","KUKE","NYSE","501229108","EQUITY","Real Estate"
"1839285","Healthcare Triangle, Inc.","HCTI","Nasdaq","42227W108","EQUITY","Technology"
"1857044","Indaptus Therapeutics, Inc.","INDP","Nasdaq","45339J105","EQUITY","Health Care"
"1702318","Akso Health Group","AHG","Nasdaq","98422P108","EQUITY","Consumer Discretionary"
"944075","SOCKET MOBILE, INC.","SCKT","Nasdaq","8.34E+204","EQUITY","Technology"
"1130166","Cyclacel Pharmaceuticals, Inc.","CYCC","Nasdaq","23254L603","EQUITY","Health Care"
"1629210","Paramount Gold Nevada Corp.","PZG","NYSE","69924M109","EQUITY","Basic Materials"
"1829635","Transcode Therapeutics, Inc.","RNAZ","Nasdaq","89357L105","EQUITY","Health Care"
"1497253","ORGANOVO HOLDINGS, INC.","ONVO","Nasdaq","68620A203","EQUITY","Health Care"
"1837493","Inspira Technologies OXY B.H.N. Ltd","IINN","Nasdaq","M53637100","EQUITY","Health Care"
"707388","STAR EQUITY HOLDINGS, INC.","STRR","Nasdaq","85513Q103","EQUITY","Health Care"
"1591890","FG Financial Group, Inc.","FGF","Nasdaq","30259W104","EQUITY","Finance"
"1554818","AUDDIA INC.","AUUD","Nasdaq","05072K107","EQUITY","Technology"
"1289850","NeuroMetrix, Inc.","NURO","Nasdaq","641255807","EQUITY","Health Care"
"1781983","Aprea Therapeutics, Inc.","APRE","Nasdaq","03836J102","EQUITY","Health Care"
"1854368","Digihost Technology Inc.","DGHI","Nasdaq","25381D206","EQUITY","Finance"
"1070050","AppTech Payments Corp.","APCX","Nasdaq","03834B309","EQUITY","Technology"
"1589061","Gyrodyne, LLC","GYRO","Nasdaq","403829104","EQUITY","Real Estate"
"1314196","OLB GROUP, INC.","OLB","Nasdaq","67086U307","EQUITY","Consumer Discretionary"
"744452","APPLIED DNA SCIENCES INC","APDN","Nasdaq","03815U300","EQUITY","Consumer Discretionary"
"1355839","PALTALK, INC.","PALT","Nasdaq","69764K106","EQUITY","Consumer Discretionary"
"1558569","iSpecimen Inc.","ISPC","Nasdaq","45032V108","EQUITY","Health Care"
"1816815","Bon Natural Life Ltd","BON","Nasdaq","G14492105","EQUITY","Health Care"
"910267","TITAN PHARMACEUTICALS INC","TTNP","Nasdaq","888314606","EQUITY","Health Care"
"1105101","GIGAMEDIA Ltd","GIGM","Nasdaq","Y2711Y112","EQUITY","Technology"
"1080657","Presidio Property Trust, Inc.","SQFT","Nasdaq","74102L303","EQUITY","Real Estate"
"1654595","Medalist Diversified REIT, Inc.","MDRR","Nasdaq","58403P105","EQUITY","Real Estate"
"314227","TOMI Environmental Solutions, Inc.","TOMZ","Nasdaq","890023203","EQUITY","Industrials"
"1671584","Aptevo Therapeutics Inc.","APVO","Nasdaq","03835L207","EQUITY","Health Care"
"1566044","VYNE Therapeutics Inc.","VYNE","Nasdaq","92941V209","EQUITY","Health Care"
"1419951","Data Storage Corp","DTST","Nasdaq","23786R201","EQUITY","Technology"
"1821424","Ucommune International Ltd","UK","Nasdaq","G9449A100","EQUITY","Consumer Discretionary"
"840715","CLEARONE INC","CLRO","Nasdaq","18506U104","EQUITY","Utilities"
"1681348","VivoPower International PLC","VVPR","Nasdaq","G9376R100","EQUITY","Utilities"
"1339005","FEMASYS INC","FEMY","Nasdaq","3.14E+109","EQUITY","Health Care"
"1300734","SHINECO, INC.","SISI","Nasdaq","824567309","EQUITY","Health Care"
"1019034","BIO KEY INTERNATIONAL INC","BKYI","Nasdaq","09060C408","EQUITY","Technology"
"1701261","Farmmi, Inc.","FAMI","Nasdaq","G33277107","EQUITY","Consumer Staples"
"882291","AETHLON MEDICAL INC","AEMD","Nasdaq","00808Y307","EQUITY","Health Care"
"1007019","COFFEE HOLDING CO INC","JVA","Nasdaq","192176105","EQUITY","Consumer Staples"
"1691936","STRYVE FOODS, INC.","SNAX","Nasdaq","863685103","EQUITY","Consumer Staples"
"1804469","Guardforce AI Co., Ltd.","GFAI","Nasdaq","G4236L112","EQUITY","Consumer Discretionary"
"38264","Forward Industries, Inc.","FORD","Nasdaq","349862300","EQUITY","Industrials"
"1356093","CREATIVE REALITIES, INC.","CREX","Nasdaq","22530J200","EQUITY","Technology"
"1783036","NLS Pharmaceutics Ltd.","NLSP","Nasdaq","H57830103","EQUITY","Health Care"
"1527762","Mercurity Fintech Holding Inc.","MFH","Nasdaq","58936H109","EQUITY","Finance"
"1862150","Cingulate Inc.","CING","Nasdaq","17248W105","EQUITY","Health Care"
"1812727","Reliance Global Group, Inc.","RELI","Nasdaq","75946W207","EQUITY","Finance"
"1755058","ATIF Holdings Ltd","ATIF","Nasdaq","G0602B209","EQUITY","Consumer Discretionary"
"1718224","BT Brands, Inc.","BTBD","Nasdaq","0557MQ206","EQUITY","Consumer Discretionary"
"1743745","Greenlane Holdings, Inc.","GNLN","Nasdaq","395330103","EQUITY","Consumer Discretionary"
"1648960","DatChat, Inc.","DATS","Nasdaq","23816M107","EQUITY","Telecommunications"
"32621","EMERSON RADIO CORP","MSN","NYSE","291087203","EQUITY","Consumer Staples"
"1348362","Lexaria Bioscience Corp.","LEXX","Nasdaq","52886N406","EQUITY","Health Care"
"1770236","MOVING iMAGE TECHNOLOGIES INC.","MITQ","NYSE","62464R109","EQUITY","Consumer Discretionary"
"1005516","BOS BETTER ONLINE SOLUTIONS LTD","BOSC","Nasdaq","M20115180","EQUITY","Telecommunications"
"1708331","Virpax Pharmaceuticals, Inc.","VRPX","Nasdaq","928251107","EQUITY","Health Care"
"1651721","GENERATION INCOME PROPERTIES, INC.","GIPR","Nasdaq","37149D204","EQUITY","Real Estate"
"1413745","AIRNET TECHNOLOGY INC.","ANTE","Nasdaq","00941Q104","EQUITY","Consumer Discretionary"
"1492674","T2 Biosystems, Inc.","TTOO","Nasdaq","89853L104","EQUITY","Health Care"
"1584831","OXBRIDGE RE HOLDINGS Ltd","OXBR","Nasdaq","G6856M106","EQUITY","Finance"
"1505497","BioRestorative Therapies, Inc.","BRTX","Nasdaq","90655606","EQUITY","Health Care"
"1196298","NEPHROS INC","NEPH","Nasdaq","640671400","EQUITY","Health Care"
"1041024","ROCKWELL MEDICAL, INC.","RMTI","Nasdaq","774374102","EQUITY","Health Care"
"1378590","Bridgeline Digital, Inc.","BLIN","Nasdaq","10807Q700","EQUITY","Technology"
"1640384","LM FUNDING AMERICA, INC.","LMFA","Nasdaq","502074404","EQUITY","Finance"
"1326706","NanoVibronix, Inc.","NAOV","Nasdaq","63008J108","EQUITY","Health Care"
"1739174","BiomX Inc.","PHGE","NYSE","09090D103","EQUITY","Health Care"
"1714562","Engine Gaming & Media, Inc.","GAME","Nasdaq","29287W102","EQUITY","Consumer Discretionary"
"1333822","SemiLEDs Corp","LEDS","Nasdaq","816645204","EQUITY","Technology"
"1484565","SOLENO THERAPEUTICS INC","SLNO","Nasdaq","834203200","EQUITY","Health Care"
"1574235","Pulmatrix, Inc.","PULM","Nasdaq","74584P202","EQUITY","Health Care"
"1644963","AVENUE THERAPEUTICS, INC.","ATXI","Nasdaq","05360L205","EQUITY","Health Care"
"1660046","Immuron Ltd","IMRN","Nasdaq","45254U101","EQUITY","Health Care"
"1279704","Cellectar Biosciences, Inc.","CLRB","Nasdaq","15117F500","EQUITY","Health Care"
"1022899","Protagenic Therapeutics, Inc.\new","PTIX","Nasdaq","74365N103","EQUITY","Health Care"
"1781397","EpicQuest Education Group International Ltd","EEIQ","Nasdaq","G3104J100","EQUITY","Real Estate"
"1369290","MYOMO, INC.","MYO","NYSE","62857J201","EQUITY","Health Care"
